num_acidente;chv_localidade;data_acidente;uf_acidente;ano_acidente;mes_acidente;mes_ano_acidente;codigo_ibge;dia_semana;fase_dia;tp_acidente;cond_meteorologica;end_acidente;num_end_acidente;cep_acidente;bairro_acidente;km_via_acidente;latitude_acidente;longitude_acidente;hora_acidente;tp_rodovia;cond_pista;tp_cruzamento;tp_pavimento;tp_curva;lim_velocidade;tp_pista;ind_guardrail;ind_cantcentral;ind_acostamento;qtde_acidente;qtde_acid_com_obitos;qtde_envolvidos;qtde_feridosilesos;qtde_obitos
5917420;BA2927408201809;2018-09-21;BA;2018;09;092018;2927408;SEXTA-FEIRA;NOITE;DESCONHECIDO;NAO INFORMADO;;00000;00000000;PAU DA LIMA;0000;;;215000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
4291177;PE2614006202204;2022-04-10;PE;2022;04;042022;2614006;DOMINGO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDAS;NAO INFORMADO;00000;00000000;;0000;;;000000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3927964;SC4210100202203;2022-03-19;SC;2022;03;032022;4210100;SABADO;NOITE;DESCONHECIDO;NAO INFORMADO;RUA OITO DE MARCO;00000;00000000;;0000;;;230000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
1867137;GO5218003201810;2018-10-14;GO;2018;10;102018;5218003;DOMINGO;NOITE;DESCONHECIDO;OUTRAS CONDICOES;GO-151;00000;00000000;SETOR FLAMBOYANT;0000;;;220400;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2644616;PA1502400201901;2019-01-18;PA;2019;01;012019;1502400;SEXTA-FEIRA;MANHA;ATROPELAMENTO COM PEDESTRE;NAO INFORMADO;DUQUE DE CAXIAS  AV;00000;00000000;SAUDADE;0000;;;073000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
1836226;GO5208707201904;2019-04-21;GO;2019;04;042019;5208707;DOMINGO;MANHA;DESCONHECIDO;OUTRAS CONDICOES;RUA PB 6  CEP 74591-032;00000;00000000;RESIDENCIAL LICARDINO NEY;0000;;;081900;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;3;3;0
4655142;MG3129509201803;2018-03-09;MG;2018;03;032018;3129509;SEXTA-FEIRA;TARDE;COLISAO LATERAL;NAO INFORMADO;DOZE;00000;00000000;;0000;;;170000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
5886389;GO5205109202406;2024-06-04;GO;2024;06;062024;5205109;TERCA-FEIRA;MANHA;DESCONHECIDO;OUTRAS CONDICOES;AV. DA RESISTENCIA;00000;00000000;VILA MUTIRAO;0000;-18.1662500;-47.9437499;111300;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
334707;SC4205407202112;2021-12-31;SC;2021;12;122021;4205407;SEXTA-FEIRA;TARDE;DESCONHECIDO;NAO INFORMADO;RODOVIA VIRGILIO VARZEA;00000;00000000;;0000;;;120500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3791016;SP3502804202109;2021-09-03;SP;2021;09;092021;3502804;SEXTA-FEIRA;NOITE;DESCONHECIDO;CLARO;RUA BRIADEIRO FARIA LIMA;02007;00000000;JARDIM PLANALTOACLI;0000;;;185800;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;0;0;0
4622472;MG3113404202310;2023-10-09;MG;2023;10;102023;3113404;SEGUNDA-FEIRA;MANHA;CAPOTAMENTO;CLARO;DOS BIAS  ESTRADA DE ACESSO AO PRESIDIO;00000;00000000;;0000;-19.8158889;-42.1348889;093000;NAO INFORMADO;SECA;MESMA SUPERFICIE  OUTROS;ASFALTO;CURVA ABERTA;NAO INFORMADO;SIMPLES  SEM CICLOVIA;NAO INFORMADO;NAO;NAO;1;0;2;2;0
4259631;MG3118601202107;2021-07-21;MG;2021;07;072021;3118601;QUARTA-FEIRA;NOITE;COLISAO TRASEIRA;CLARO;GERALDO ROCHA;00506;00000000;;0000;-19.8684168;-44.0317563;231854;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;NAO;1;0;3;3;0
5473328;MG3170206201904;2019-04-08;MG;2019;04;042019;3170206;SEGUNDA-FEIRA;TARDE;CHOQUE;NAO INFORMADO;FLORIANO PEIXOTO;00000;00000000;;0000;;;161000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4340027;MG3118601202209;2022-09-04;MG;2022;09;092022;3118601;DOMINGO;MADRUGADA;OUTROS ACIDENTES DE TRANSITO;CLARO;CORONEL BENJAMIN GUIMARAES;00901;00000000;INDUSTRIAL;0000;-19.9742168;-44.0342583;042858;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;NAO;1;0;2;2;0
3396649;GO5208707201904;2019-04-01;GO;2019;04;042019;5208707;SEGUNDA-FEIRA;TARDE;DESCONHECIDO;OUTRAS CONDICOES;BR 060;00000;00000000;CHACARAS ANHANGUERA;0000;;;160000;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
1250839;PR4119905202105;2021-05-08;PR;2021;05;052021;4119905;SABADO;TARDE;ATROPELAMENTO COM PEDESTRE;DESCONHECIDAS;RUA FRANCISCO MANOEL DA SILVA;00000;00000000;UVARANAS;0000;;;160000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
352612;PA1503457202111;2021-11-02;PA;2021;11;112021;1503457;TERCA-FEIRA;NOITE;QUEDA;CLARO;CENTRAL  RUA;00000;00000000;CENTRO;0000;;;190000;MUNICIPAL;SECA;NAO FOI EM CRUZAMENTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4588435;PR4118402202207;2022-07-20;PR;2022;07;072022;4118402;QUARTA-FEIRA;NOITE;NAO INFORMADO;CLARO;AVENIDA HONORATO TERTO RODRIGUES;00240;00000000;DISTRITO SUMARE  SUMARE ;0000;;;183000;MUNICIPAL;SECA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;DESCONHECIDO;NAO INFORMADO;SIMPLES  COM CICLOVIA;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;1;0;1;1;0
2117983;MG3106200202102;2021-02-22;MG;2021;02;022021;3106200;SEGUNDA-FEIRA;NOITE;COLISAO FRONTAL;NAO INFORMADO;AMAZONAS;00000;00000000;;9248;;;181000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
1814345;AC1200401201910;2019-10-11;AC;2019;10;102019;1200401;SEXTA-FEIRA;TARDE;OUTROS ACIDENTES DE TRANSITO;CLARO;RUA BELEM;00000;00000000;NOVA ESTACAO;0000;;;145400;NAO INFORMADO;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
6086747;SC4205407202110;2021-10-27;SC;2021;10;102021;4205407;QUARTA-FEIRA;TARDE;COLISAO;NAO INFORMADO;AVENIDA JORNALISTA RUBENS DE ARRUDA RAMO;00000;00000000;;0000;;;133000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
83911;SP3518800202010;2020-10-03;SP;2020;10;102020;3518800;SABADO;MADRUGADA;DESCONHECIDO;DESCONHECIDAS;RUA PEDRO DE TOLEDO;00100;00000000;TABOAO;0000;;;000931;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;0;0;0
272986;MG3148004202301;2023-01-16;MG;2023;01;012023;3148004;SEGUNDA-FEIRA;TARDE;DESCONHECIDO;NAO INFORMADO;UM;00000;00000000;;0000;-18.5921854;-46.5024922;121603;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
2022574;PR4106902201905;2019-05-16;PR;2019;05;052019;4106902;QUINTA-FEIRA;NOITE;COLISAO TRANSVERSAL;GAROACHUVISCO;RUA DOUTOR REYNALDO MACHADO;00000;00000000;PRADO VELHO;0000;;;180000;MUNICIPAL;MOLHADA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;DESCONHECIDO;NAO INFORMADO;SIMPLES  COM CICLOVIA;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;1;0;3;3;0
1902492;MG3169802202009;2020-09-28;MG;2020;09;092020;3169802;SEGUNDA-FEIRA;TARDE;COLISAO FRONTAL;NAO INFORMADO;ARTUR OSCAR DE MELO;00000;00000000;;0000;;;123000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
1809003;SC4204202202111;2021-11-22;SC;2021;11;112021;4204202;SEGUNDA-FEIRA;MANHA;COLISAO;NAO INFORMADO;AVENIDA NEREU RAMOS - D;00000;00000000;;0000;;;080600;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
2410310;ES3205002202301;2023-01-02;ES;2023;01;012023;3205002;SEGUNDA-FEIRA;NOITE;OUTROS ACIDENTES DE TRANSITO;NAO INFORMADO;;00000;00000000;JARDIM TROPICAL;0000;-20.2065600;-40.2747600;190000;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
6402029;GO5201108201807;2018-07-10;GO;2018;07;072018;5201108;TERCA-FEIRA;TARDE;DESCONHECIDO;OUTRAS CONDICOES;AVENIDA PRINCIPAL;00000;00000000;SETOR SUL I ETAPA;0000;;;150500;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
6481594;PE2611408201812;2018-12-09;PE;2018;12;122018;2611408;DOMINGO;TARDE;NAO INFORMADO;DESCONHECIDAS;CHA DE AREIA  ZONA RURAL;00000;00000000;;0000;;;174000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3283593;SP3548708202203;2022-03-31;SP;2022;03;032022;3548708;QUINTA-FEIRA;MANHA;COLISAO FRONTAL;CLARO;RUA CONTINENTAL;00245;00000000;ANCHIETA;0000;;;084700;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;2;2;0
1660773;GO5201405202206;2022-06-11;GO;2022;06;062022;5201405;SABADO;TARDE;COLISAO;OUTRAS CONDICOES;RUA 5  CEP 74961-070;00000;00000000;JARDIM TIRADENTES;0000;-16.8049249;-49.3240468;120000;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
982154;PR4115705202001;2020-01-02;PR;2020;01;012020;4115705;QUINTA-FEIRA;TARDE;COLISAO TRASEIRA;DESCONHECIDAS;;00000;00000000;BALNEARIO CAIOBA;0000;;;143000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;3;3;0
1685118;SP3512407202101;2021-01-01;SP;2021;01;012021;3512407;SEXTA-FEIRA;NOITE;ATROPELAMENTO COM PEDESTRE;CLARO;SP 310;00158;00000000;RESID  FENIX;0157;;;210100;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;SIM;1;1;1;0;1
522536;MG3106200202302;2023-02-12;MG;2023;02;022023;3106200;DOMINGO;TARDE;DESCONHECIDO;NAO INFORMADO;PROFESSOR MARIO WERNECK;01300;00000000;BURITIS;0000;-19.9677715;-43.9639093;163000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4257611;DF5300108202306;2023-06-01;DF;2023;06;062023;5300108;QUINTA-FEIRA;NOITE;ATROPELAMENTO COM ANIMAIS;NAO INFORMADO;GERAL;88888;00000000;SOBRADINHO;0000;-0000000000;-0000000000;234500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
889268;SC4216255202302;2023-02-08;SC;2023;02;022023;4216255;QUARTA-FEIRA;TARDE;COLISAO;NAO INFORMADO;RUA SANTA CRUZ   ESQUINA COM A RUA ITAIP;00000;00000000;;0000;;;153500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2539084;RJ3304557201902;2019-02-18;RJ;2019;02;022019;3304557;SEGUNDA-FEIRA;MANHA;OUTROS ACIDENTES DE TRANSITO;NAO INFORMADO;ALVARES DE AZEVEDO;00000;00000000;;0000;-0000000000;-0000000000;100000;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2677222;MG3118601201904;2019-04-08;MG;2019;04;042019;3118601;SEGUNDA-FEIRA;TARDE;COLISAO TRASEIRA;NAO INFORMADO;;00000;00000000;;0000;;;160809;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
4361688;SP3548500201909;2019-09-21;SP;2019;09;092019;3548500;SABADO;NOITE;DESCONHECIDO;DESCONHECIDAS;AVENIDA PRESIDENTE WILSON;00136;00000000;JOSE MENINO;0000;;;194528;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;1;1;0
4832654;SP3516200202402;2024-02-19;SP;2024;02;022024;3516200;SEGUNDA-FEIRA;MANHA;COLISAO TRASEIRA;CLARO;RUA SAO PAULO;01066;00000000;;0000;-20.5277350;-47.3814900;104200;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;NAO INFORMADO;SIM;1;0;0;0;0
3562019;GO5201405202108;2021-08-14;GO;2021;08;082021;5201405;SABADO;MADRUGADA;DESCONHECIDO;OUTRAS CONDICOES;RUA J-002  CEP 74950-170;00000;00000000;PAPILLON PARK;0000;-16.7821496;-49.2769432;053300;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5568610;SP3523909201909;2019-09-21;SP;2019;09;092019;3523909;SABADO;TARDE;COLISAO FRONTAL;CLARO;AVENIDA SEN TEOTONIO VILELA;00125;00000000;JARDIM AEROPORTO;0000;;;133500;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;3;3;0
1067318;GO5207402202101;2021-01-12;GO;2021;01;012021;5207402;TERCA-FEIRA;MADRUGADA;DESCONHECIDO;OUTRAS CONDICOES;GO-325 KM 14;00000;00000000;BAIRRO NAO IDENTIFICADO;0000;-17.3407000;-49.9292000;002400;ESTADUAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5884877;GO5201108201904;2019-04-02;GO;2019;04;042019;5201108;TERCA-FEIRA;MADRUGADA;DESCONHECIDO;OUTRAS CONDICOES;AVENIDA ANA JACINTA  CEP 75113-190;00000;00000000;VILA SANTA MARIA DE NAZARETH;0000;;;000100;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
6399736;SP3549904202002;2020-02-02;SP;2020;02;022020;3549904;DOMINGO;NOITE;DESCONHECIDO;DESCONHECIDAS;AVENIDA ARTHUR ANTONIO DOS SANTOS;00001;00000000;JARDIM ROSARIO;0000;;;232555;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;0;0;0
110987;SC4203907202008;2020-08-14;SC;2020;08;082020;4203907;SEXTA-FEIRA;NOITE;COLISAO;NAO INFORMADO;RUA CARMELO ZOCOLLI;00000;00000000;;0000;;;180500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5908916;PE2604106202009;2020-09-16;PE;2020;09;092020;2604106;QUARTA-FEIRA;NAO INFORMADO;DESCONHECIDO;DESCONHECIDAS;PONTE IRMAO JERONIMO RIACHAO;00000;00000000;;0000;;;000000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
421200;SP3500105202101;2021-01-05;SP;2021;01;012021;3500105;TERCA-FEIRA;MANHA;CHOQUE;CLARO;RUA JOAQUIM NABUCO;00236;00000000;RURAL;0000;;;074900;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;1;0;2;2;0
5322701;PR4104808201904;2019-04-05;PR;2019;04;042019;4104808;SEXTA-FEIRA;NOITE;COLISAO TRANSVERSAL;NUBLADO;RUA PRESIDENTE BERNARDES;00000;00000000;CENTRO;0000;;;190000;MUNICIPAL;SECA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;DESCONHECIDO;NAO INFORMADO;SIMPLES  COM CICLOVIA;DESCONHECIDO;DESCONHECIDO;SIM;1;0;2;2;0
1145297;SP3556453201908;2019-08-03;SP;2019;08;082019;3556453;SABADO;NOITE;CHOQUE;CLARO;BUNJIRO NAKAO KM 63;00060;00000000;VILA MENDES;0000;;;234900;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;1;1;0
1946171;MG3136207202302;2023-02-04;MG;2023;02;022023;3136207;SABADO;MADRUGADA;OUTROS ACIDENTES DE TRANSITO;CLARO;WILSON ALVARENGA;01430;00000000;ROSARIO;0000;-19.8067939;-43.1753457;043642;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;NAO;1;0;2;2;0
1359335;MG3106200202405;2024-05-17;MG;2024;05;052024;3106200;SEXTA-FEIRA;MANHA;CHOQUE;NAO INFORMADO;FLEMING;00513;31310490;OURO PRETO;0000;-19.8694095;-43.9859602;075500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2393878;RO1100098202005;2020-05-31;RO;2020;05;052020;1100098;DOMINGO;NOITE;QUEDA;NAO INFORMADO;RODOVIA LUCIA TEREZA;00000;00000000;ZONA RURAL;0000;;;210000;ESTADUAL;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
2918913;SC4208203202201;2022-01-03;SC;2022;01;012022;4208203;SEGUNDA-FEIRA;MADRUGADA;QUEDA;NAO INFORMADO;RUA LAURA SANTOS LAURINDO;00000;00000000;;0000;;;012900;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4141130;SP3550308201908;2019-08-31;SP;2019;08;082019;3550308;SABADO;NOITE;DESCONHECIDO;DESCONHECIDAS;AVENIDA CUPECE;05813;00000000;CIDADE ADEMAR;0000;;;194309;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;1;1;0
2728358;PI2211001201806;2018-06-06;PI;2018;06;062018;2211001;QUARTA-FEIRA;NOITE;NAO INFORMADO;NAO INFORMADO;AV   RESIDENTE KENNEDY;00000;00000000;PROMORAR;0000;;;200000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
4277565;SP3504107202006;2020-06-21;SP;2020;06;062020;3504107;DOMINGO;NOITE;COLISAO LATERAL;CLARO;BR 381;00049;00000000;;0048;;;180000;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;1;1;0
29273;MG3115102202405;2024-05-10;MG;2024;05;052024;3115102;SEXTA-FEIRA;MADRUGADA;TOMBAMENTO;CLARO;LMG 856;00000;00000000;;0008;-20.5003281;-46.9292156;003000;ESTADUAL;SECA;MESMA SUPERFICIE  OUTROS;ASFALTO;CURVA ABERTA;NAO INFORMADO;SIMPLES  SEM CICLOVIA;NAO INFORMADO;NAO;SIM;1;0;1;1;0
2862673;BA2918407202007;2020-07-02;BA;2020;07;072020;2918407;QUINTA-FEIRA;NOITE;DESCONHECIDO;NAO INFORMADO;RUA  VERMELHA;00000;00000000;CARNAIBA;0000;;;233000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;1;1;0;1
935311;MG3119401201805;2018-05-12;MG;2018;05;052018;3119401;SABADO;MADRUGADA;QUEDA;NAO INFORMADO;BR 381;00000;00000000;;0000;;;050000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
4893178;MG3105608202108;2021-08-04;MG;2021;08;082021;3105608;QUARTA-FEIRA;TARDE;DESCONHECIDO;CLARO;GALDINO ABRANCHES;00000;00000000;SAO PEDRO;0000;-21.2130414;-43.7589569;141749;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;SIM;1;0;3;3;0
706010;SP3520509202311;2023-11-19;SP;2023;11;112023;3520509;DOMINGO;NOITE;DESCONHECIDO;DESCONHECIDAS;AVENIDA ARIO BARNABE;00100;00000000;;0000;-23.1194190;-47.2254027;181957;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
4814352;MG3132404201805;2018-05-14;MG;2018;05;052018;3132404;SEGUNDA-FEIRA;TARDE;COLISAO FRONTAL;NAO INFORMADO;DOUTOR AMERICO DE OLIVEIRA;00000;00000000;;0000;;;120000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
